name,description,train_paraphrase,test_paraphrase
Scrafty,"A bipedal orange lizard-like figure with a gray scaled belly and a red mohawk crest. It wears loose yellow skin like pants and a hood, and bares sharp teeth.","An orange-coloured lizard with a bipedal form, gray scaled belly and mohawk crest. It has loose yellow skin like the pants and hood and sharp teeth.","A bipedal orange lizard with a gray scaled belly and pronounced mohawk crest. It has loose yellow skin like the pants and coat, and sharp teeth."
Sigilyph,"A totem-like figure with a black base and single cyan eye. It has yellow wings, striped feathered tail, zigzag green patterns, and black feet with three toes.","A black-beaming creature with a solitary cyan eye and rounded head. It has yellow wings, striped feathered tail, green zigzag patterns on the surface, and black feet with three toes.","It appears to be a black-dominance totem with only one cyan eye and yellow wings, striped feathered tail, green zigzags on the sides, and black feet featuring three toes."
Yamask,"A shadowy figure with a black wispy body, red eyes, and a long tail. It holds a gold mask with a stylized face, giving it an eerie aura.","The shadow is a ghostly figure with 'black wispy body, long tail and red eyes' Holding an ornate mask with stylised face in gold, it gives the impression of creepiness.",This is a shadowy figure with 'black wispy body and long tail' Holding – the statue is an ornate mask with stylised face in gold colour - to its back.
Cofagrigus,A blue and gold sarcophagus-shaped being with red eyes and four black arms. Its face resembles a mask with sharp fangs and a sinister grin.,"A sarcophagus-like figure with red eyes and four black arms, in shades of blue and gold. Its face looks like a mask with large fangs and piercing teeth, along with glaring freckles that suggest sinister laughter.","The creature is a sarcophagus-like figure, donning alternating blue and gold hues, with red eyes and four black arms. Its face looks like talons with sharp fangs and piercing teeth, and its face exudes an unpleasant expression."
Tirtouga,A small blue turtle-like creature with black spots on its flippers and a tough black shell. It has a beaked snout and a light blue patch below its eyes.,A small blue turtle-like creature with black spots on its flippers and a hard black shell. It has striped beaks and pale blue patches beneath its eyes.,Small blue turtle-like with black spots on its flippers and a hard black shell. It has eyes beaked out of the snout and is dark blue below.
Carracosta,"A large sea turtle-like figure with a blue body and pale stomach. It has a deep blue rocky mask and shell, flipper-like arms, and a thick tail.","An enormous sea turtle with a large, blue body and pale stomach, with deep blue rocky mask over the throat and shell, flipper-like arms, and thick tail.","This is a large, blue-colored sea turtle with skeleton in shape, pale brown belly, deep blue rock mammal with shell, flipper arms and thick tail."
Archen,"A small biped with reptilian and avian features. It has a red head, blue and red neck feathers, yellow feathered body, clawed wings, and a twig-like tail.","The avian and small biped with reptilian and bird features, including a red head, blue and red neck feathers, yellow feathered body, claweded wings, and wig-like tail.","This biped is a blend of small birds and reptilian species. It has wingless body parts, including striped tips on the front and sides, clawed wings, resembling lobsters, and crimson feathers in size."
Archeops,"A large bird-like creature with a red snake-like head, green stripe down its back, yellow and blue frayed feathers, and clawed wings on all limbs.","A bosom-like creature with a red snake head, green stripe on its back, yellow and blue frayed feathers, and clawed wings on all arms.","It is a large bird of the size with . A red snake-like head, green stripe down the back, yellow and blue frayed feathers all over it, and clawed wings on every appendage."
Trubbish,"A dark green trash bag-like creature with a knotted top, oval eyes, broken glass-like teeth, and stubby feet. Its arms appear as torn bag flaps with colorful debris.","A dark green critter with a knotted top, oval eyes, broken glass-like teeth, and stubby feet. Its arms are as colorfully scattered throughout the flaps of the trash bag.","An animal with a knotted top, oval eyes and broken glass-like teeth. Its arms are as colorfully scattered throughout the torn bags."
Garbodor,"A large lumpy figure resembling a pile of trash with blue and pink lumps. Its tan body has ripped ends forming arms and head, and it has triangular teeth and flat feet.","The tan mass with round arms and shoulders, a large lumpy shape that looks like cinders filled with blue and pink excrement. It has flat feet and triangular teeth.","A massive lumpy creature resembling a heap of garbage with blue and pink lumps. It has ripped arms and shoulders, resembles spitting in water on ice baths, and has flat feet and triangular teeth on its tan body."
Zorua,"A small fox-like figure with slate gray fur, red accents, a red-tipped tuft on its head, and a bushy tail. It has greenish-blue eyes and a black ruff around its neck.","A small fox-like creature with red accents, slate gray fur, a red-tipped tuft on its head, and curved shoulders. It has greenish-blue eyes and black ruff around its neck.","Small, mottled fox-like creature with slate gray fur, red highlights on the top of its head, and a bushy tail. It has greenish-blue eyes puréed up over its dark throat and black ruff around its neck."
Zoroark,"A tall fox-like being with slate gray fur, crimson accents, and a large red mane tied in a ponytail. It has spiked elbow fur, red claws, and sharp features.","This creature is a tall, hairy fox with hints of orange and slate gray. It has rounded shoulders, spiked elbow fur, red claws, and sharp features.","It is a long, fox-like creature with slate gray fur, silver accents, and oversized red haire in pliers. It has sharp edges marked by spiked elbow fur on the back, pointed claws (red), and teeth visible only on one side."
Minccino,"A small gray chinchilla with fur tufts on its head and neck. It has red-lined ears, brown eyes, a dot nose, and a long fluffy tail with a white tip.","A small gray chinchilla with fur tufts on its head and neck. It has brown eyes, red-lined ears, a dot nose, and elongated fluffy tail with contrasting white tips.","This is a small gray chinchilla with white tip and fur tufts on head and neck. It has brown eyes, red-lined ears, whitish dot nose, and long fluffy tail with rounded tips."
Cinccino,"A chinchilla-like creature with gray fur, red-inside ears, large brown eyes, and a long fluffy white tail. Two white fluffs wrap around its back like a scarf.","A chinchilla-like creature with gray fur, red-inside ears, large brown eyes, and a long fluffy white tail. Its back is covered in two white fluffs that wrap around it like cuffs.","This is a chinchilla-like creature with gray fur, red inside ears, big brown eyes, and whitish white tail. Two white fluffs lie on its back."
Gothita,"A small humanoid figure with a purple head tuft, white bows on head and neck, large blue eyes with lashes, and a black body with a white zigzag line.","A black humanoid with a white zigzag line on its black body, along with large blue eyes and lashes.","This is a small humanoid, with 'purple tufts of hair on the head and neck, white bows around the neck and head, large blue eyes with mascara and lashes, and black body with an odd white zigzag line."
Gothorita,"A black humanoid figure with a purple face, cyan eyes, and red lips. It has bun-like hair with white bows, and a skirt-shaped body with white accents.","The humanoid, a black human with cyan eyes and red lips, has 'feather-like hair' that is arranged in ""buns"" with white bows, and stretches across its skirt-shaped body.","With a purple face and red lips, the humanoid form is portrayed as black. The creature has white bows on its hair in buns, and its body shape is described as skirt-shaped."
Gothitelle,"A humanoid shape with a teardrop head, black body in four segments, purple face, blue eyes, and white bow-like structures along its head and body.","A humanoid form with a teardrop-shaped body, four segments of black body in purple face, blue eyes, and white bow-like structures on head and body.","Humanoid form: Teardrop-shaped head, with a black body in four segments, purple face and blue eyes, along with white bow-like structures on the head and body ."
Ducklett,"A light blue duckling with two feathery head tufts, a darker blue underside, yellow webbed feet, and a small feathered tail.","A duck with a feathery head, contrasting blue underside, yellow webbed feet, and minuscule feathered tail is characterized by its light blue color.","This is a light blue duckling with two feathery head tufts, whose underside is darker in blue than the photo, yellow webbed feet and thigh feathers while its tail is small."
Deerling,"A small delicate deer with large eyes and slender legs. Its coat changes colors and patterns with the seasons, adding to its gentle appearance.","A small, delicate deer with slender legs and big eyes. Its coat changes color as the seasons change, making it a gentle creature.","The petite deer is delicate, with a large head and slender legs. Its coat changes color as it matures and develops patterns in different seasons."
Sawsbuck,"A large deer with strong legs and elaborate antlers. Its fur and antler shapes vary with the seasons, giving it a majestic look.","A stout deer with sturdy antlers and robust legs. Its fur and analysm change as it warms up and cools down, giving it a grand appearance.","The massive deer with sturdy legs and intricate antlers. Its furry and anatomical forms change as it ages, giving it the appearance of a majestic creature."
Emolga,"A white flying squirrel with black markings, yellow cheek sacs, and webbed wing flaps. It has a black jagged tail and small white feet.","A white flying squirrel with black markings, yellow cheek sacs and webbed wing flaps. It has a black jagged tail and small white feet.","The flying squirrel is white, with black markings, yellow cheek sacs and webbed wing flaps. It has a jagged tail and small white feet."
Karrablast,"A round bipedal insect with a blue shell, horned head, teal forehead patch, orange eyes, yellow belly, and stubby black limbs.","A bipedal creature with a round head, horns, orange eyes, yellow belly, and stubby black limbs.","The insect is a bipedal, circular creature with horns, curved head, teal fur, orange eyes, yellow belly, and stubby black limbs."
Escavalier,"An armored insect with a red crest, metal shoulders, and lance-like arms. Its lower body is hidden in a gray swirled shell with red spikes.","This is an insect with a red crest (arm restrained to the body), metal shoulders, and lance-like arms. Its lower body is hidden within talons of color gray spiked with red spikes on one side.","The insect is armored and has metal shoulders, lance-like arms (known as ""lance"") and an arm in the form of a red crest. Its lower body is concealed within talons with gray swirleded spikes on its exterior."
Frillish,"A jellyfish-like creature with a round head, crown tuft, five tentacles, and oval eyes. A collar surrounds its neck, giving it a regal look.","The jellyfish-shaped creature has an oval head, crown, five tentacles, and eyes. A collar encircles its neck to create a royal aura.","A creature resembling a jellyfish with rounded heads, tufts of the crown, five tentacles, and oval eyes. Its neck is adorned with an elaborate collar, creating edification for its species."
Jellicent,A large jellyfish figure with a crown-shaped head and petal tentacles. Its body resembles seawater and features differ slightly by gender.,A jellyfish-like creature with a crown-shaped head and petal tentacles. Its body is similar to seawater and has slight differences in features depending on gender.,"An enormous jellyfish with a crown-shaped head and petal tentacles. It has an almost-eagle-like body that looks like sea water, and the features of this creature vary slightly by gender."
Alomomola,"A pink, heart-shaped fish with large hand-like fins and golden eyes. Its body has darker pink markings, giving it a soft, rounded appearance.","fish, pink in the centre with fins resembling hands and eyes; its body is darker pink markings, giving it a soft, round shape.","A fish resembles a heart, has pinkish-octagon legs and golden eyes. Its body has darker pink markings, creating rounded appearances."
Joltik,"A tiny, yellow, spider-like creature covered in soft fur with four blue eyes and blue cone-shaped feet.","A tiny, spider-like creature with soft fur and blue eyes, standing on its feet in a cone-shaped shape.","This is a tiny, spider-like creature with soft fur and blue eyes, with blue cone-shaped feet."
Galvantula,"A large, yellow arachnid with a fuzzy segmented body, purple markings, blue feet, and long furred limbs.","A yellow spider with a large, long, furry limbs, purple markings on its body, and blue feet.","The arachnid is large and yellow, with clumps of purple markings across the body, blue feet, and furred long legs."
Klink,"Two interlocking gray gears with X-shaped eyes, turquoise noses, and rotating mechanical mouths.","Two gray-plated gears with turquoise noses, overlapping and interlocking, and rotating mechanical mouths.","The gears are a blend of gray, turquoise, and two mechanical mouths that spin."
Tynamo,"A small, eel-like white creature with dark oval eyes, a red star mouth, and a yellow wave running along its body.","A white creature with a dark oval eye, resembling an eel, red star-shaped mouth, and reflected body color.","An eel-shaped, white creature with dark oval eyes, a red star mouth and reflected wave on its body."
Elgyem,"A cyan, alien-like figure with a large rounded head, green glowing eyes, and colorful fingers used for communication.","A cyan entity with an extraterrestrial appearance, a large rounded head, green-brightened eyes, and colorful fingers utilized for communication.","An alien-like creature with a large, round head, green flashing eyes, and colorful fingers that communicates with the sun."
Beheeyem,"A brown, humanoid figure with a lined head, green glowing eyes, and striped hands with red, green, and yellow fingertips.","A humanoid in the form of a brown, lined-up figure with green glowing eyes, and hands dotted with red, green, yellow and striped fingers.","The creature is a humanoid in brown, with striped hands and alternating red, green, and yellow fingertips."
Litwick,"A small, white candle with melted wax partly covering one eye and a glowing purple flame atop its head.",A white candle with melted wax covering one eye and a purple flame on its head.,"One eye was partially covered by a small white candle that had some of its body burned with melted wax, and its head was illuminated with purple flames."
Axew,"A bipedal, grayish-green creature with straight tusks, red eyes, a horned head, and a leafy green collar around its neck.","A grayish-green, bipedal creature with straight tusks, red eyes, horned head, and leafy green collar around its neck.","It is a bipedal, grayish-green animal with straight tusks (lower part) and red eyes but higher part has horned head and encircled by leaves."
Fraxure,"A gray creature with long red-tipped tusks, dark eyes, and a green helmet-like covering over its body and arms.","A gray-haired creature with long red-tipped tusks, dark eyes, and a green helmet-like armor covering its body and arms.","The creature is gray in color, has red-tipped tusks on its legs, dark eyes, and a green helmet-like covering over its body and arms."
Haxorus,"A large, armored biped with dark yellow-green plating, axe-like red-edged tusks, red claws, and a ridged back.","An armored dog with a large, dark yellow-green body, red claws, ridged back, and tusks that have an axe-like appearance.","A slender, armored pet with dark yellow-green plating, red-edged tusks, and ridged shoulders."
Cubchoo,"A small blue-headed bear with a dripping nose, white lower body, rounded limbs, and large dark oval eyes.","A small bear with a blue head, white lower body, round limbs, and large dark oval eyes.","Small blue-headed bear with white lower body, large dark oval eyes and a dripping nose."
Beartic,"A bear with shaggy white fur, ice-covered snout, three icy jaw spikes, and large paws with black claws.","The white bear with a shaggy appearance and an ice-covered snout, three icy jaw spikes, and large black clawed paws.","A bear with a shaggy white coat, ice-covered snout, three icy jaw spikes, and large black clawed paws."
Cryogonal,"A floating, icy blue hexagon shaped like a snowflake, with glowing eyes and a sharp jagged mouth.","A snowflake-like, frozen blue hexagon with gleaming eyes and a sharp, jagged mouth.","The icy blue hexagon, with its snowflake-like shape, is floating around with twinkling eyes and a jagged, sharp mouth."
Shelmet,"A pink, snail-like creature with a gray knight helmet shell, a puckered mouth, and green spots under its eyes.","A gray knight helmet shell, a puckered mouth, and green spots beneath its eyes make up the pink, snail-like creature.","The creature is a pink snail with 'sandwich eyes' A gray knight helmet shell, puckered mouth and green spots beneath its eyes ."
Accelgor,"A pink-headed, streamlined creature wrapped in a blue, ribbon-like cloak with green face stripes and hidden eyes.","A streamlined, pink-headed creature enclosed in a blue, ribbon-like cloak with green face stripes and concealed eyes.","This slim-looking creature, with pink eyes and stripes on its green face, was enveloped in a blue ribbon cloak with hidden eyes."
Stunfisk,"A flat, mud-brown fish with small horizontal eyes, thick gray lips, and a bright yellow tail marking.","A fish with a flat, mud-brown appearance, small horizontal eyes, and thick gray lips, with bright yellow markings on its tail.","The fish is flat, mud-brown, with small horizontal eyes and thick gray lips, along with bright yellow markings on its tail."
Mienfoo,"A small, yellow mustelid-like figure with red flared sleeves, pink nose, and a skirted pelt around its waist.","A mustelid-shaped yellow body with red flared sleeves, pink nose, and a skirted pelt around the waist.","Yellow with a mustelid-like appearance, featuring red flared sleeves and pink nose, tucked in oversized skirted pelt around the waist."
Mienshao,"A long-bodied white creature with purple-tipped whip-like arms, split-ended whiskers, and a sleek tail.","A white creature with long, muscular arms and whip-like features, including split-ended whiskers and slender tail.","An animal with long, white hair, purple-tipped arms that resemble those of a whip, with split-ended whiskers and slender tail."
Druddigon,"A spiky, blue dragon with red jagged head, yellow glaring eyes, and red conical spikes on limbs and tail.","The spiky, blue dragon has a red-speckled head, yellow dispersing eyes, and red conical spikes on its legs, wings, or tail.","Dragon: A red jagged, spiky blue dragon with yellow glaring eyes and red conical spikes on the legs, feet or tail."
Golett,"A round-bodied blue golem with glowing yellow eyes, brown strap patterns, large arms, and a square chest swirl.","A round-bodied blue golem with yellow eyes, brown straps, large arms, and a square chest swirl.","The golem is a round blue color with yellow eyes, brown straps, large arms and square chest swirl."
Pawniard,"A red and black beetle-like fighter with silver blades on head and limbs, yellow eyes, and knife-shaped arms.","A red and black beetle-like creature with silver blades on the head and limbs, yellow eyes, and knife-shaped arms.","This is a type of red and black beetle, fighting with silver blades on the head and limbs, yellow eyes, and knife-like arms."
Bouffalant,"A shaggy, brown bison with a massive dark afro, curved horns with gold rings, and yellow eyes beneath hair.","A brown, shaggy bison with a massive dark hair and gold ring on its horns, as well as yellow eyes beneath the hair.","The bison is a large, brown animal with curved horns and gold rings, yellow eyes beneath the hairline."
Rufflet,"A small blue bird with a large white feathered head, zigzag forehead plume, red face stripe, and black talons.","A small, blue bird with a large white feathered head, zigzag plumage, red face stripe, and black talons.","Small blue bird with large white feathers, red stripe on the forehead and black talons."
Braviary,"A large eagle with dark red and blue feathers, white mane, thick yellow legs, and a colorful feathered tail.","The eagle is a large bird with dark red and blue feathers, characterized by its white hair, thick yellow legs, and colorful feathered tail.","A sizable eagle with dark red and blue feathers, a white beak, thick yellow legs, and contrasting feathered tail."
Mandibuzz,"A vulture-like figure with a bare pink head, bone-themed accessories, shaggy brown wings, and a bony jaw skirt.","A vulture-like creature with a pink head, bone embellishments, shaggy brown wings, and bony jaw skirt.","An animal resembling a vulture with erect head, bone embellishments, shaggy brown wings, and bony jaw skirt."
Heatmor,"A red anteater with yellow lava-like body stripes, a long snout, beige bands resembling pipes, and dull claws.","A red anteater with yellow lava-shaped body stripes, a long nose, beige pipes, and dull claws.","The creature is a red anteater with yellowish-striped body, resembling lava, with long nose and beige bands reminiscent of pipes."
Larvesta,"A fuzzy white larva with red horn-like protrusions, a brown lower body, and blue eyes hidden in thick fur.","A white, fuzzy larva with red horn-like protrusions, a brown lower body, and blue eyes concealed in thick fur.","The larva is white and fuzzy, with red horn-like protrusions on its body, brown lower part, and blue eyes hidden in thick fur."
Volcarona,"A large, moth-like insect with six orange, leaf-shaped wings, smoky fuzz, and a black abdomen with blue spots.","A moth-like creature with six orange, leaf-shaped wings, smoky fuzz, and a black abdomen with blue spots.","It is a large moth with six orange, leaf-shaped wings, smoky fuzz on the belly, black speckled with blue spots."
Cobalion,"A blue, stag-like quadruped with jagged yellow horns, a white neck tuft, and black hooves with gray spots.","A quadruped that is blue and stag-shaped, with yellow horns and jagged tips. It has a white neck tuft, black hooves, and gray spots on its tip.","This is a blue, stag-shaped dog with jagged yellow horns, white neck tuft and black hooves stained gray."
Terrakion,"A strong, stocky quadruped with axe-shaped brown horns, beige bands on legs, and orange shoulder protrusions.","A strong, stocky quadruped with brown horns in an axel shape, beige stripes on the legs, and orange shoulder protrusions.","An emaciated quadruple with firm, broad legs and brown-speckled horns, beige stripes on lower extremities, and orange shoulder tips."
Virizion,"A graceful, green deer-like figure with pink-tipped leafy features, long curled horns, and black hooves.","A graceful, green deer-like appearance with leafy pink tips, long curled horns, and black hooves.","This is a graceful, green deer-like figure with leafy pink tips, long curled horns and black hooves."
Tornadus,"A green genie-like being with muscular build, purple horns, cloud lower body, and a curling tail with whirls.","A green genie-like creature with muscular muscles, purple horns, a lower body made of cloud, and whirlish curls at its tail.","muscular, green-like creature with purple horns, lower body of cloud and a tail that whirls."
Thundurus,"A blue genie with zigzag hair, purple horn and tail, cloud-like limbs, and a muscular upper body.","The blue genie is described as having a zigzag shape, purple horn and tail, cloudy limbs, and muscular upper body.","A genie with a purple horn and tail, blue hair, zigzag movements, cloudy limbs, and supple upper body."
Reshiram,"A white dragon with flowing hair, spiky facial features, feathered limbs, and a glowing plume-like tail.","A white dragon with a flowing beak, prominent facial features, feathered limbs, and gleaming tail.","The dragon is white, with a flowing beak and sharply defined facial features, feathered limbs, and curved, plume-like tail."
Landorus,"An orange genie with pink horns, jagged mustache, a muscular frame, cloud lower body, and long flat-ended tail.","A genie with orange hair, pink horns, a jagged mustache, muscular frame, cloudy lower body, and long, flat-ended tail.","The creature is orange, has pink horns, a jagged mustache, muscular frame, cloudy lower body, and long, flat-ended tail."
Kyurem,"A towering gray dragon with icy features, jagged wings, yellow glowing eyes, and shards of ice along its body.","A gray dragon with icy features, jagged wings, yellow glowing eyes, and scattered ice fragments on its body.","The dragon is tall, gray, icy, with jagged wings and yellow glowing eyes and fragments of ice all over its body."
Keldeo,"A small, unicorn-like creature with a blue body, red crest-like mane, strong limbs, and a light horn on its head.","A small, unicorn-shaped creature with a blue body and crest-like hair, strong limbs, and light horn on its head.","unicorn-shaped, small mound with red crest-like hair, strong legs, light headpiece and horn."
Meloetta,"A slender figure with white skin, flowing green music-patterned hair, bright blue eyes, and an elegant dancer’s pose.","An elegant dancer's pose, a light and slender physique with white skin and green music-colored hair, as well as blue eyes.","She is slim, white with flowing green music coloured hair and bright blue eyes and performs an elegant dance."
Genesect,"A sleek, purple metallic insect with red eyes, sharp limbs, and a large cannon mounted on its back.","A slick, metallic creature with red eyes, sharp legs, and a massive cannon on its back.","An elegant, purple metallic creature with red eyes, sharp limbs, and a large cannon on its back."
Chespin,"A small brown creature with a tough green shell on its head and back, triangular face markings, and orange tail tip.","The creature is small and brown in appearance, with a hard green shell on the head and back, triangular face markings, and orange tail tip.","This brown creature is small and has a hard green shell on its head and back, along with triangular face markings and an orange tail tip."
Chesnaught,"A large, bipedal creature with a spiked, domed shell on its back and a helmet-like plate on its head. It has strong limbs with spiked armor and a white, fluffy belly. Its fierce, bulky form suggests high defense.","A bipedal animal with a large, spiked, domed shell on its back and topped with an iron-like helmet. It has strong limbs with spiketed armor and white, fluffy fur. The creature's large size and heavy build indicate impressive strength.","It is a large, bipedal animal with 'A' shaped spiked, domed shell on its back and an aluminium plate on the head (the sole part of its body being attached to the ground). It has strong legs with spikes armor and white fluffy belly markings for high defence."
Fennekin,"A small fox-like animal with pale yellow fur and a fluffy tail tipped in orange. It has large ears with orange tufts, a pointed black nose, and bright eyes. Hot air vents from its ears.","Small, fox-like creature with pale yellow fur, fluffy tail in orange color. It has large ears with orange tufts, an pointed black nose, and bright eyes. The ears release hot air.","It is a small fox-like creature with pale yellow fur and an orange-tipped, fluffy tail. It has large ears with orange tufts, hints of color from its pointed black nose, and bright eyes. The ears release hot air."
Froakie,A light-blue frog-like creature with large protruding eyes and white bubble-like frills around its neck and back. It has dark blue markings and small bubble-like features on its nose.,A frog-like figure with large protruding eyes and white bubble-shaped holes around its neck and back. It is dark blue in color and has small bubbles on its nose.,"The creature is a frog-like figure, light blue, with large protruding eyes and white bubble-shaped holes around its neck and back. It has dark blue markings and small bubbles on its nose."
Frogadier,"A sleek, agile frog-like creature with a blue body, white bubble scarf, and sharp yellow eyes. It has dark blue limbs and is known for swift, graceful movement.","With its sharp yellow eyes, white bubble wrap, and sleek, agile frog-like appearance. It has dark blue limbs and is known for its swift movement.","A graceful frog with a blue body, white bubble-shaded limbs, and sharp yellow eyes. It is known for its swift movement and quick reflexes."
Greninja,"A streamlined, ninja-like figure with a blue body and long limbs. A large pink tongue wraps like a scarf around its neck. Its sleek design suggests stealth and speed.","The shape of this ninja-like creature is defined by its short, curvaceous blue body and long legs, with an elegant pink tongue that resembles a scarf. Its sleek appearance suggests both speed and stealth.","With its slim, muscular blue body and long limbs, a large pinky scarf draped over it creates the illusion of speed and stealth."
Bunnelby,"A small gray rabbit-like creature with oversized ears shaped like hands. It has prominent cheeks, a pink nose, and a round fluffy tail. A brown ruff surrounds its neck.","A small, gray-speckled rabbit-like creature with large hands and big ears. It has big cheeks, a pink nose, and rounded fluffy tail. Near its neck, there is tuff brownish.","The creature is a small, gray-speckled rabbit that has large hands and ears. It has big cheeks, gleaming lips, pink eyes, and rounded tail. Near its neck, there is an orangish band at the entrance."
Diggersby,"A portly gray rabbit-like figure with muscular ears shaped like forearms. It has a thick fur sash at its waist, a wide muzzle, and perpetually squinting eyes.","A gray rabbit with a portly appearance and forearm-shaped musculature. It has rounded shoulders, clenched waist, thick fur sash, wide muzzle, and persistently gleaming eyes.","This animal has a broad gray hair and spherical features, including rounded ears with forearm tufts. It has an arm that drapes over its waist (thin fur stuffing), wide-brimmed muzzle, and perpetually twinkling eyes."
Fletchling,"A small bird with an orange head, gray wings and body, and a long black tail with white V markings. It has thin legs, a sharp beak, and bright, alert eyes.","Small, orange-headed with gray wings and body, a long black tail with white V markings, thin legs, sharp beak and bright, alert eyes.","A small bird with a short, orange-colored head, gray wings and body, and curved white V stripes on its long black tail. It has thin legs; sharp beak; and bright, alert eyes."
Fletchinder,"A sharp-winged bird with orange and black plumage and yellow mask-like markings on its face. A flame-like design decorates its chest, and its wings and tail are sleek and aerodynamic.","The bird has sharp wings and aerodynamic wings, a sleek body with flames and feathers. Its plumage is orange and black, and it has yellow mask-like markings on its face.","A feathered bird with sharp wings, orange and black plumage, and yellow mask-like markings on its face. It has a flame-shaped chest, while its wings and tail are aerodynamic and sleek."
Scatterbug,"A small black larval creature with a segmented body, beige legs, and a white ruff around its neck. It has square beige eyes, a single tooth, and a spot on its rear.","Small black larva, with segmented body and white ruff around its neck. Square beige eyes, one single tooth and spot on the spot at rear.","This larval creature is small, black, segmented, with beige legs and a white ruff around its neck. It has square beigen eyes, one single tooth, and an area on the rear."
Spewpa,"A cocoon-like creature mostly hidden under sharp white fur with square red, black, and yellow decorations. Its large head sticks out, showing beige eyes and a dark gray face.","A cocoon-like creature with square red, black, and yellow markings, mostly hidden beneath its white fur. Its head is large and prominent, with beige eyes.","This animal, with a large head that sticks out and has beige eyes on one side, is almost entirely hidden under sharp white fur. Its dark gray face is prominent, but its body lacks any visible features."
Vivillon,"A slender butterfly-like figure with a small body and large, vividly patterned wings. Its antennae and delicate form give it an elegant appearance.","This butterfly-like creature is slender, with a small body and large, brightly colored wings. Its delicate form and antennae make it look elegant.",The creature is slender butterfly with a petite body and wings that are brightly patterned. Its delicate form and antennae make it look elegant.
Litleo,"A lion cub-like creature with dark brown fur, lighter facial and paw markings, and a reddish-orange tuft of mane. Its black eyes and circular ears give it a youthful look.","A lion cub-like creature with dark brown fur, lighter facial and paw markings, and reddish-orange tuft of mane. Its black eyes and circular ears give it an aged appearance.","This animal is resembling a lion cub, with dark brown fur and lighter facial and paw markings. It also has limb hair that appears to be reddish-orange (pink) and leaves black eyes and round ears."
Pyroar,"A lion-like figure with a brown body, bright blue eyes, and a large, colorful mane. Males have red and gold manes, while females display long golden crests.","A lion-like creature with a brown body, bright blue eyes, and oversized head. Males have red and gold hair, while females wear long golden crests.","This animal has a brown coat, bright blue eyes and jutting horn, with lion-like features. Males have red and gold hair while females wear long golden crests."
Skiddo,"A goat-like quadruped with shaggy brown fur, a white face, orange hooves, and a leafy green mane along its back. A short beard adds to its rustic look.","This is a goat-like quadruped with tufts of shaggy brown fur, revealing gleaming skin and orange hooves. Its backside is shaded with short beards for added interest.","A quadruped with a white face, orange hooves, and ribs on its back, resembling emuched by wolves. It has rounded neck and short beard to complement its goat-like appearance."
Gogoat,"A large goat with thick brown fur, white face markings, and curved black horns. A leafy green mane runs down its neck, giving it a rugged, earthy appearance.","A goat with a large, curvaceous appearance, thick brown fur, and white markings on its face, along with round black horns, has curved legs and gleaming necks. The herbaceous green foliage is visible on the neck, creating an earthy and rugged look.","Its thick brown fur, white face markings, and curved black-horned hens are characteristic of this goat's size. A leafy green mane ornamentally drapes its neck and creates an earthy, rugged appearance."
Pancham,"A small panda-like creature with black ears, white face, round black eyes, and a tiny green leaf in its mouth. Its gray lower body has a jagged chest pattern.","The panda-like creature has a small green leaf in its mouth, black eyes, and white fur, with gray lower body showing jagged lines on the chest.","A small panda-like creature with black eyes, white fur, round black lips, and a small green leaf in its mouth. Its gray lower body has pronounced jagged chest."
Pangoro,"A burly panda-like creature with a white face, dark fur cloak, and large paws. It has a gruff expression, pointed fangs, and a bamboo shoot in its mouth.","A burly panda-like creature with a white face, dark fur cloak, and big paws. It has pronounced facial features such as chin, pointed fangs, sharp teeth, an inanimate bamboo shoot, or resembling the surface of tussles on their hind legs.","The animal is white with a burly, brown fur cloak and big feet. It has an old face, pointed fangs and eats bamboo shoots."
Furfrou,"A white poodle-like creature with a fluffy, stylish coat. It has a long snout, elegant posture, and the ability to be trimmed into various fashionable forms.","White-haired poodle with fluffy, stylish coat, long snout and elegant sitting position which can be trimmed into various .","It is the white poodle-like creature with its fancy coat, fluffy texture and appearance. It has an elaborate grin, graceful posture, and the ability to be styled into various shapes."
Espurr,"A small feline figure with pale gray fur, large round purple eyes, and fluffy ears hiding mysterious ring-shaped organs. Its tail is soft and slightly curled.","A small feline with soft tail, pale gray fur, large round purple eyes, and fluffy ears that hide mysterious ring-shaped organs.","The feline is a small and delicate creature with round purple fur, large round eyes, and fluffy ears that obscure ring-shaped organs. Its tail is soft and slightly curled."
Meowstic,"A sleek feline with pointed ears, two tails, and a composed look. Males are dark blue with green eyes, while females are white with blue markings and red eyes.","A slender cat with pointed ears, two tails, and a serene aura. Males are dark blue with green eyes, while females have blue markings and red eyes.","This cat is slender, with a sharp appearance and characterized by pointed ears, two tails, and poise. Male cats are dark blue with green eyes, while females are white with blue markings and red eyes."
Spritzee,"A pink bird-like figure with a rounded body, curled tuft, and red-orange eyes. It has a small beak resembling a mask and purple feet with small wings.","The avian, with a pink feather and rounded shape, has red-orange eyes and curled tuft. It also has purple feet with small wings.","A bird with a pink hue, rounded shape, and red-orange eyes. It has revolving legs, purple feet, but small wings."
